General_Description,Ask_Support,Gaming,Energy,Online_Content,Cosmetics,Tech_Education,Riding,Hardware,Music,Drinking,Smartwatches,Sleeping,Cleaning
0.0,0.0,0.0,0.0,0.0,0.1586882621049881,0.1287069320678711,0.0,0.18494921922683716,0.0,0.3812371790409088,0.031959373503923416,0.0,0.11410697549581528
0.0,0.0,0.0,0.0,0.0,0.1654316633939743,0.6109923720359802,0.0,0.1729874312877655,0.0,0.046602267771959305,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2212015688419342,0.12134528160095215,0.0,0.1999715119600296,0.0,0.37046363949775696,0.05191301926970482,0.02861441858112812,0.0
0.0,0.0,0.0,0.0,0.0,0.6398031711578369,0.0,0.0,0.14169460535049438,0.0,0.0708831176161766,0.09595789015293121,0.04681495949625969,0.0
0.0,0.0,0.0,0.0,0.052162524312734604,0.12745259702205658,0.013003883883357048,0.0,0.07785238325595856,0.0,0.675266683101654,0.04086024686694145,0.0,0.012950792908668518
0.0,0.0,0.0,0.09932450950145721,0.0,0.7459689378738403,0.0,0.0,0.11253387480974197,0.0,0.0,0.03685849905014038,0.0,0.0
0.0,0.08829500526189804,0.0,0.0,0.0,0.13540728390216827,0.0,0.0,0.36735284328460693,0.0,0.06154569610953331,0.3383651375770569,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01164896972477436,0.30356332659721375,0.0,0.0,0.0,0.11583297699689865,0.5653069615364075,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.34429505467414856,0.17716996371746063,0.0,0.21575196087360382,0.0,0.045026976615190506,0.21516744792461395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03322678431868553,0.0,0.0,0.015261435881257057,0.06724981963634491,0.014590484090149403,0.8589480519294739,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.30948764085769653,0.013353952206671238,0.0,0.6561427116394043,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07559604942798615,0.12208949029445648,0.0,0.13105139136314392,0.5699628591537476,0.0,0.09872829169034958,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5793485045433044,0.10107091814279556,0.0,0.10254842042922974,0.0,0.028792986646294594,0.1804192066192627,0.0,0.0
0.11306753009557724,0.011375300586223602,0.0,0.0,0.0,0.10998133569955826,0.03249725326895714,0.0,0.2448512762784958,0.08456337451934814,0.36205223202705383,0.033348217606544495,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06780167669057846,0.01864742860198021,0.0,0.06518251448869705,0.2181793749332428,0.013971571810543537,0.6145757436752319,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04061121493577957,0.1370328962802887,0.0,0.2957751750946045,0.0,0.0,0.5179454684257507,0.0,0.0
0.0,0.0,0.0,0.05717789754271507,0.0,0.0,0.047263629734516144,0.0,0.567112147808075,0.0,0.08100558072328568,0.03646460548043251,0.0,0.2035137116909027
0.0,0.0,0.0,0.1396506279706955,0.0,0.17270654439926147,0.22398166358470917,0.0,0.15755857527256012,0.0,0.297788143157959,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.025235431268811226,0.07220935076475143,0.016706040129065514,0.8087363839149475,0.026260709390044212,0.012469029054045677,0.03788406029343605,0.0,0.0
0.0,0.0,0.0,0.0,0.019411325454711914,0.256120502948761,0.0,0.0,0.16761034727096558,0.0,0.0,0.5465936064720154,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04279191419482231,0.0,0.0,0.09434528648853302,0.06815656274557114,0.31582900881767273,0.46962204575538635,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03831513971090317,0.07934732735157013,0.0,0.32467329502105713,0.028656139969825745,0.27378207445144653,0.24339713156223297,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14025092124938965,0.1645139455795288,0.0,0.13318970799446106,0.0,0.34175705909729004,0.21387803554534912,0.0,0.0
0.0,0.07218296825885773,0.0,0.0,0.0,0.17235302925109863,0.200393944978714,0.0,0.1505308449268341,0.0,0.0848492905497551,0.31840774416923523,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07995103299617767,0.02554798126220703,0.0,0.3915764093399048,0.0,0.4639296531677246,0.03589630872011185,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5205112099647522,0.0,0.0,0.0832647979259491,0.3562338352203369,0.01743495650589466,0.01755736581981182,0.0,0.0
0.0,0.08748135715723038,0.0,0.0,0.0,0.24975785613059998,0.047299668192863464,0.0,0.4093264043331146,0.011404278688132763,0.11694283783435822,0.07621856033802032,0.0,0.0
0.0,0.0,0.03173709288239479,0.0,0.0,0.7461774349212646,0.05355410650372505,0.0,0.1591033637523651,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0650458037853241,0.04856749624013901,0.19009557366371155,0.0,0.0413038469851017,0.0,0.2551037073135376,0.395804226398468,0.0,0.0
0.0,0.0,0.0,0.0,0.06396190822124481,0.3396899700164795,0.0,0.0,0.5800378322601318,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6042997241020203,0.0,0.0,0.09922809898853302,0.0,0.03872557729482651,0.25553804636001587,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11448278278112411,0.0,0.0,0.6284227967262268,0.0,0.24036791920661926,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.06755466014146805,0.1623304784297943,0.0,0.0,0.12386271357536316,0.0,0.37682589888572693,0.26349642872810364,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0940638855099678,0.0,0.0,0.20619697868824005,0.0,0.6485339999198914,0.04517656937241554,0.0,0.0
0.0,0.0,0.0,0.0,0.1420053392648697,0.15980510413646698,0.16151247918605804,0.0,0.02527582086622715,0.032274238765239716,0.25656673312187195,0.22227290272712708,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5020669102668762,0.04048175737261772,0.0,0.39714133739471436,0.0,0.0,0.0351678766310215,0.02108875848352909,0.0
0.0,0.0,0.042372677475214005,0.0,0.0,0.6197208762168884,0.13934974372386932,0.0,0.07262153178453445,0.0,0.08581438660621643,0.03677002340555191,0.0,0.0
0.0,0.0697966143488884,0.0,0.021668782457709312,0.0,0.06443565338850021,0.144928976893425,0.0,0.10529742389917374,0.0,0.5218935012817383,0.04906090348958969,0.0,0.021226832643151283
0.0,0.1444905400276184,0.0,0.0,0.0,0.15924397110939026,0.0,0.0,0.18413428962230682,0.18711848556995392,0.11495312303304672,0.204823836684227,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.379907488822937,0.06970611214637756,0.0,0.4666602909564972,0.0,0.03032451495528221,0.051428817212581635,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.23222768306732178,0.08425089716911316,0.0,0.05568544939160347,0.013243685476481915,0.10039755702018738,0.5044175386428833,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05696168169379234,0.10516969859600067,0.0,0.060534656047821045,0.0,0.07864554971456528,0.6976840496063232,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17942728102207184,0.0,0.0,0.4333713948726654,0.0,0.15390843152999878,0.22724999487400055,0.0,0.0
0.0,0.0,0.0,0.20486639440059662,0.0,0.29232001304626465,0.04090224951505661,0.0,0.26611676812171936,0.0,0.010967433452606201,0.18185482919216156,0.0,0.0
0.1894562691450119,0.0,0.0,0.0,0.0,0.34847337007522583,0.09622515738010406,0.0,0.33966064453125,0.0,0.0137441735714674,0.01190341729670763,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.014928304590284824,0.10122151672840118,0.0,0.380670428276062,0.055689480155706406,0.41449329257011414,0.03053217940032482,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7761409282684326,0.0,0.0,0.13350245356559753,0.0,0.0,0.04711664095520973,0.0,0.034738559275865555
0.03321860730648041,0.0,0.0,0.0,0.0,0.19548192620277405,0.0,0.0,0.3350776433944702,0.0,0.3627296984195709,0.06921837478876114,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3051764667034149,0.0934157446026802,0.0,0.34884634613990784,0.0,0.04415559768676758,0.2053373008966446,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.08297964185476303,0.09696494042873383,0.0,0.13260364532470703,0.0,0.2069818377494812,0.4791087806224823,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2609695792198181,0.02165362797677517,0.0,0.011567867361009121,0.0,0.6829721331596375,0.020581265911459923,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.33595335483551025,0.016676101833581924,0.0,0.23435766994953156,0.0,0.1333308219909668,0.2779494822025299,0.0,0.0
0.0,0.12504327297210693,0.0,0.0,0.0,0.1699901521205902,0.2480679452419281,0.0,0.2980714738368988,0.0,0.06510550528764725,0.09101538360118866,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4644845426082611,0.26428377628326416,0.0,0.17096810042858124,0.0,0.0,0.07961267232894897,0.0,0.01613474078476429
0.0,0.0,0.0,0.0,0.0,0.10603249818086624,0.0592348612844944,0.0,0.16133175790309906,0.5343120694160461,0.09565631300210953,0.04011758044362068,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7130019664764404,0.0,0.0,0.013992092572152615,0.0,0.2673281729221344,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3489920198917389,0.01751645840704441,0.0,0.06566482782363892,0.3467518985271454,0.0,0.212957963347435,0.0,0.0
0.0,0.0,0.0,0.08073088526725769,0.0,0.032930053770542145,0.22170032560825348,0.0,0.02332213893532753,0.0,0.40614405274391174,0.23356321454048157,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14779064059257507,0.0,0.0,0.5385019183158875,0.018410444259643555,0.286589115858078,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06548190116882324,0.0,0.0,0.4998778998851776,0.0,0.018259596079587936,0.4108431935310364,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04318234696984291,0.02501947060227394,0.0,0.8807516694068909,0.0,0.0426226444542408,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06935706734657288,0.7411477565765381,0.0,0.15356296300888062,0.0,0.018752412870526314,0.01677536778151989,0.0,0.0
0.06913156807422638,0.0,0.0,0.0,0.0,0.14603933691978455,0.06678729504346848,0.0,0.3181002140045166,0.0,0.020411916077136993,0.3398801386356354,0.03157570958137512,0.0
0.0,0.0,0.0,0.0,0.3467097878456116,0.11712851375341415,0.20741082727909088,0.0,0.019170554354786873,0.06310620158910751,0.15182499587535858,0.09344205260276794,0.0,0.0
0.0,0.0,0.04621085524559021,0.0,0.0,0.3432867228984833,0.03506842628121376,0.0,0.13081955909729004,0.14923161268234253,0.19895310699939728,0.09606920182704926,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5700585842132568,0.0,0.0,0.17521044611930847,0.0,0.22087669372558594,0.024243537336587906,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24313218891620636,0.08255196362733841,0.0,0.28931108117103577,0.0,0.0,0.01013479195535183,0.37133321166038513,0.0
0.0,0.0,0.0,0.0,0.0,0.5462328195571899,0.30938589572906494,0.0,0.0,0.0,0.05932847782969475,0.07816899567842484,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09601621329784393,0.0,0.0,0.8088492751121521,0.07640817761421204,0.0,0.015577313490211964,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.12517447769641876,0.0,0.45923084020614624,0.0,0.22394266724586487,0.13085560500621796,0.0,0.05107647925615311
0.0,0.0,0.0,0.0,0.041072163730859756,0.14057521522045135,0.058406975120306015,0.2456427961587906,0.04317598044872284,0.0,0.16005976498126984,0.3104687035083771,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07944690436124802,0.0,0.0,0.029581043869256973,0.02436315082013607,0.7999376654624939,0.0375555045902729,0.0,0.02119058556854725
0.0,0.0,0.0,0.0,0.0,0.4969738721847534,0.0,0.0,0.43369755148887634,0.0,0.0,0.06122120842337608,0.0,0.0
0.0,0.0,0.0,0.16820697486400604,0.0,0.22025194764137268,0.1549462527036667,0.0,0.20252738893032074,0.0,0.15598160028457642,0.0974583700299263,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.10916681587696075,0.042938247323036194,0.0,0.11854181438684464,0.0,0.37541645765304565,0.35244572162628174,0.0,0.0
0.0,0.0,0.0,0.06032155081629753,0.0,0.22842128574848175,0.424925297498703,0.0,0.044731397181749344,0.0,0.07803202420473099,0.16334526240825653,0.0,0.0
0.0,0.0,0.0,0.11970893293619156,0.0,0.14151547849178314,0.0,0.0,0.0,0.0,0.5926622152328491,0.13316762447357178,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.43921324610710144,0.023838594555854797,0.0,0.32710587978363037,0.0,0.029147379100322723,0.16677094995975494,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01621904782950878,0.08901282399892807,0.0,0.3846750855445862,0.1316818743944168,0.144429013133049,0.23351091146469116,0.0,0.0
0.0,0.0,0.0,0.0,0.023474017158150673,0.44980987906455994,0.14997702836990356,0.0,0.33787479996681213,0.0,0.0,0.035605721175670624,0.0,0.0
0.0,0.0,0.0,0.0,0.03348523750901222,0.23410196602344513,0.020419087260961533,0.0,0.04801427200436592,0.0,0.31574755907058716,0.2992151081562042,0.04191286861896515,0.0
0.0,0.0,0.0,0.0,0.0,0.10193667560815811,0.2736586928367615,0.03799711540341377,0.031464215368032455,0.0,0.4534631371498108,0.1007525697350502,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6034237146377563,0.15105949342250824,0.0,0.059699442237615585,0.0,0.08072163164615631,0.0938122570514679,0.0,0.0
0.018319841474294662,0.0,0.0,0.0,0.0,0.10925033688545227,0.021262751892209053,0.0,0.28001129627227783,0.24878838658332825,0.30634236335754395,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.052797507494688034,0.0,0.49087122082710266,0.12965333461761475,0.020658444613218307,0.0,0.27203235030174255,0.028422696515917778,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03372272476553917,0.21008986234664917,0.0,0.3614623546600342,0.0,0.06427139043807983,0.2944789528846741,0.026463661342859268,0.0
0.0,0.0,0.0,0.0,0.011680709198117256,0.17942960560321808,0.3166736364364624,0.0,0.13966073095798492,0.0,0.3367935121059418,0.0,0.0,0.0
0.0653044730424881,0.0,0.0,0.0,0.0,0.4393220543861389,0.05103791132569313,0.0,0.1582043319940567,0.0,0.17400223016738892,0.10956068336963654,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.08389117568731308,0.23902252316474915,0.0,0.32923805713653564,0.019303031265735626,0.17945365607738495,0.14443330466747284,0.0,0.0
0.0,0.0,0.0,0.0,0.013226629234850407,0.5972499251365662,0.03911739960312843,0.0,0.29148465394973755,0.0,0.02065519243478775,0.03686369210481644,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.23133136332035065,0.13925056159496307,0.0,0.3872672915458679,0.0,0.06775917857885361,0.17178113758563995,0.0,0.0
0.0,0.0,0.0,0.0,0.029065491631627083,0.41954469680786133,0.22195319831371307,0.0,0.21683508157730103,0.0,0.058830711990594864,0.05315664783120155,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.085573710501194,0.4451979994773865,0.0,0.0,0.08216161280870438,0.14177823066711426,0.23966646194458008,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2219441682100296,0.1021101251244545,0.0,0.1562938690185547,0.3507176339626312,0.01499179657548666,0.15324367582798004,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6809990406036377,0.08578511327505112,0.0,0.02073783613741398,0.0,0.20284946262836456,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2931068241596222,0.20402339100837708,0.0,0.3310856521129608,0.0,0.08862780034542084,0.07851822674274445,0.0,0.0
0.0,0.0,0.15900440514087677,0.0,0.0,0.09750830382108688,0.08722636848688126,0.0,0.4064933657646179,0.05511758476495743,0.15071095526218414,0.036558717489242554,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.16248540580272675,0.2267450988292694,0.0,0.1402437388896942,0.0,0.43917858600616455,0.030656570568680763,0.0,0.0
0.0,0.0,0.0,0.0,0.060465216636657715,0.01007022149860859,0.16886712610721588,0.0,0.19752492010593414,0.0,0.46472322940826416,0.09734200686216354,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07524397224187851,0.0,0.0,0.5337094664573669,0.0,0.2504560947418213,0.13246481120586395,0.0,0.0
0.012343074195086956,0.0,0.0,0.0,0.0,0.5801151394844055,0.0,0.0,0.2560616135597229,0.0,0.06118142977356911,0.08467269688844681,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7692199349403381,0.025905752554535866,0.0,0.14112915098667145,0.0,0.022746551781892776,0.0362730473279953,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7659878134727478,0.0,0.0,0.03174198418855667,0.0,0.04866480827331543,0.14760254323482513,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.23915395140647888,0.0,0.0885121077299118,0.23462733626365662,0.300041139125824,0.12820379436016083,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2991444170475006,0.5405393838882446,0.0,0.02706708014011383,0.0,0.0505099818110466,0.07036532461643219,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2168315052986145,0.11445441097021103,0.09868927299976349,0.19521364569664001,0.0,0.19140344858169556,0.14816737174987793,0.0,0.033987611532211304
0.0,0.0,0.0,0.0,0.0,0.19129683077335358,0.2418815642595291,0.0,0.0748058557510376,0.0,0.033170659095048904,0.4576180577278137,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09453392773866653,0.1646338254213333,0.0258066076785326,0.028152624145150185,0.0,0.2437831461429596,0.4294605851173401,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.38883495330810547,0.0,0.0,0.3777109980583191,0.0,0.2132265418767929,0.013588495552539825,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.38452810049057007,0.0,0.0,0.10655996948480606,0.19808025658130646,0.2842487394809723,0.01533240545541048,0.0,0.0
0.02078317478299141,0.0,0.0,0.0,0.0,0.27242934703826904,0.022753842175006866,0.0,0.20432084798812866,0.14160174131393433,0.10070809721946716,0.2370496690273285,0.0,0.0
0.0,0.0,0.0,0.027047038078308105,0.0,0.13375510275363922,0.07283126562833786,0.0,0.14486676454544067,0.0,0.3350512981414795,0.28560107946395874,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.74409019947052,0.033830393105745316,0.0,0.09528184682130814,0.0,0.0,0.1181463822722435,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2682077884674072,0.03216823190450668,0.0,0.1539973020553589,0.0,0.4706944227218628,0.07170113176107407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1541941612958908,0.08483533561229706,0.0,0.1176907867193222,0.0,0.2463509440422058,0.371753990650177,0.0,0.022165151312947273
0.0,0.0,0.0,0.0,0.0,0.20078223943710327,0.018996022641658783,0.0,0.2418731153011322,0.01689695194363594,0.4666220545768738,0.04497415944933891,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8039873242378235,0.05869686231017113,0.0,0.0658486932516098,0.0,0.0,0.06654835492372513,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.22585831582546234,0.38194552063941956,0.0,0.05477115884423256,0.0,0.0956018939614296,0.23848280310630798,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06300652772188187,0.0,0.2624773681163788,0.10190828144550323,0.14946207404136658,0.41550689935684204,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6616905331611633,0.0,0.03617192059755325,0.0,0.25037187337875366,0.03951803222298622,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06183144822716713,0.09217198938131332,0.0,0.8013288378715515,0.0,0.0,0.03807560354471207,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2476048618555069,0.01810026727616787,0.0,0.40670913457870483,0.0,0.0897894874215126,0.23343130946159363,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.22078149020671844,0.48253098130226135,0.0,0.06687286496162415,0.0,0.03536338731646538,0.1889244019985199,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.29562506079673767,0.024460330605506897,0.0,0.21591487526893616,0.0,0.04288145527243614,0.4206174314022064,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14511118829250336,0.1336648017168045,0.0,0.15787246823310852,0.060898348689079285,0.2810862958431244,0.22015684843063354,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12064438313245773,0.1116202250123024,0.0,0.06536994874477386,0.0,0.32838916778564453,0.3705730438232422,0.0,0.0
0.024014439433813095,0.0,0.0,0.0,0.0,0.12775880098342896,0.0720226839184761,0.0,0.5741742849349976,0.14698193967342377,0.0106644993647933,0.04196963831782341,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5454227924346924,0.06353884190320969,0.0,0.2689281702041626,0.0,0.10724660754203796,0.01182851567864418,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24460086226463318,0.07864312827587128,0.0,0.19602835178375244,0.0,0.11347944289445877,0.3656545877456665,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02594602480530739,0.07037965208292007,0.0,0.19918076694011688,0.013869299553334713,0.17785796523094177,0.5124334692955017,0.0,0.0
0.0,0.0,0.0,0.0,0.025989767163991928,0.0,0.9150184392929077,0.0,0.027087558060884476,0.0,0.023750707507133484,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.45553651452064514,0.09134496003389359,0.0,0.2772362232208252,0.0,0.022060079500079155,0.03649355471134186,0.11578341573476791,0.0
0.0,0.0,0.0,0.0,0.012939872220158577,0.27885639667510986,0.022272758185863495,0.0123642822727561,0.45406052470207214,0.022833993658423424,0.1103028729557991,0.08552021533250809,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.15226951241493225,0.055168576538562775,0.0,0.6818869113922119,0.0,0.0,0.010548464953899384,0.09921737760305405,0.0
0.0,0.0,0.0,0.0,0.0,0.10350003838539124,0.1479099988937378,0.0,0.18827441334724426,0.03581196069717407,0.060604289174079895,0.4632567763328552,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14751817286014557,0.11994373798370361,0.0,0.12178140878677368,0.20974385738372803,0.20233814418315887,0.19817280769348145,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.21490448713302612,0.18058906495571136,0.0,0.4007236659526825,0.0361751988530159,0.04355805367231369,0.12383171916007996,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2756859064102173,0.09033697098493576,0.0,0.08904428035020828,0.29092907905578613,0.15890681743621826,0.09476657956838608,0.0,0.0
0.04170222580432892,0.0,0.0,0.0,0.0,0.29735079407691956,0.06497830152511597,0.0,0.34486809372901917,0.03061862289905548,0.06423279643058777,0.15564116835594177,0.0,0.0
0.0,0.11950622498989105,0.0,0.0,0.0,0.11024338006973267,0.10856542736291885,0.0,0.07400533556938171,0.0,0.12089471518993378,0.46584370732307434,0.0,0.0
0.01844523288309574,0.0,0.0,0.0,0.0,0.21696190536022186,0.12043781578540802,0.0,0.3343507945537567,0.10523325204849243,0.09815023839473724,0.10600535571575165,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6408969759941101,0.033996399492025375,0.0,0.27378472685813904,0.0,0.0,0.04825649783015251,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24184158444404602,0.05221907049417496,0.0,0.25184395909309387,0.0,0.431782603263855,0.017447102814912796,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24456356465816498,0.0,0.0,0.27605441212654114,0.0,0.09004750102758408,0.3800967037677765,0.0,0.0
