"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
0.000217923475309846,0.000771182202339202,5.71166699558868e-05,0.000103221990381337,0.000839563147115005,0.00104723587780349,0.000199873928778706,0.000657692184389692,0.000829773349724992,4.88166713575624e-05,0.00145980289000848,0.000330233187041958,0.000225230011368368,0.000876922832961935,9.26038248473792e-05,0.000188328874656962,0.0190184632486304,0.000410098066090243,0.970896541896145,0.000275089599319321,0.000860633607099097,0.000178044050282724,3.93910497126478e-05,1.21889225085048e-06,0.000374998472429088
0.312811552371888,0.0178854059121255,0.00567148851171391,0.00710063959973562,0.00589105457663608,0.509397855154632,0.0018987621770638,0.0022542888307323,0.00394517173451941,0.0835813022087928,0.0017308403856802,0.000609117725950115,0.00257148948568116,0.011625884322972,0.003711559015886,0.000532346468288579,0.00478494331390369,0.0014273622277855,0.0022697580194188,0.00171510152545704,0.00490233182754524,0.0033999512762514,0.00648427571802267,0.00163016575336844,0.00216735185594971
0.00175692364278881,0.0061944526650842,7.82365885850652e-05,0.000400926479547247,0.00179500985661451,0.119621453160912,0.00160763291323018,0.000565588690146042,7.3349518836254e-05,0.000126315624232016,0.000352918021772174,0.756875534557362,0.000818603415829027,0.00153783339360087,0.00156522786663104,0.000122552249894602,0.00102845070942082,0.00185321424960424,0.00133923014974893,2.03427627872959e-05,0.059873309048423,0.0263372765526639,0.0100112725663987,0.000202827323310189,0.00584151799257657
0.000417707113337309,0.000375766810139675,0.000371090975744987,0.000228981810872962,7.1656300031549e-05,0.000960732504875019,0.0571500568080821,0.503645108995776,0.000445449430355343,8.17512778731502e-06,0.000368494038360034,0.0021255537264662,0.00180514199119377,0.000102322460421433,0.000233128522599631,9.5747011042236e-05,0.000764022149766922,0.000992354563567233,0.424479410511843,7.15659967382994e-05,0.00417441094654509,4.75374005106946e-05,2.73937250579847e-06,3.42068857050896e-06,0.00105942474286687
0.00111303676427879,0.000818294223564745,4.48357161584648e-05,1.56605332472429e-05,4.63192804614473e-05,0.00143260321542522,0.000227954868847904,2.29880426484017e-05,9.28471771828153e-05,2.90499234159582e-05,3.9948554976649e-05,0.00437969547100393,0.000318195554385069,1.39551145204588e-05,3.43923919936662e-06,0.000351274654236857,4.76538514966172e-05,0.000318729308716535,0.000140833250665704,1.58541325454718e-05,0.0136826771187725,0.975057309805186,0.00136664151225717,0.000311004359538881,0.000109198327268432
0.00134850540641039,0.000708383586861951,0.000295371994546061,0.00624287635611536,4.19851064476851e-05,0.0720331255055575,0.00333572790438382,0.235620857830429,0.00196404851844373,0.00299019017772234,3.7369258668514e-05,0.000590046126170282,0.00337169360826672,6.02415444432505e-05,0.00125329993444894,0.000683925278629658,0.000160684019664327,0.00146420912373192,0.00018871319893995,0.000393021788353449,0.000180211358753498,0.00308345129590529,0.000237166928126192,0.662780647073589,0.000934247075390738
0.00165685301805428,0.000682398159602959,1.17258098589404e-05,0.103466802315471,6.0767080980232e-06,0.00323230111276303,0.002093252087603,0.000670412599184772,0.00174309488155296,0.000371754277982818,7.66116687088421e-05,0.000556477008303895,0.000467109551862131,0.0129596103255825,0.869139360252741,2.79308992613056e-05,0.000157176357448705,9.25824875005385e-05,8.88009048598844e-05,0.000558152298686192,2.4167188795657e-05,1.5021088989554e-06,0.000408057996459442,0.000650060510101663,0.000857729470616532
0.000476961187637591,0.00198522171698613,5.10527865686744e-06,0.000118136256593902,0.000143654259458685,0.000202266071747772,0.00143351335256806,6.73429781580071e-05,0.000225510119765929,2.11798970223586e-05,0.000117372964866233,0.98491326745792,0.000579027464131788,0.000368767129372837,0.000526906627350004,0.000216743762937737,0.000150092170589454,8.49074844885488e-05,0.00032306497018297,3.42726317130691e-05,0.0016862898042537,0.00182415051575997,0.00298071015056304,0.000165269105298667,0.00135026664197633
0.284626799767933,0.062802926598354,0.00191828241270135,0.000246087911827483,0.00199564961631703,0.0978087006579851,0.00129526081919059,0.00122025608024264,0.00278994605939155,0.000344586580292724,0.00566286373872639,0.00393864383055168,0.00698749261592087,0.00375184354402347,0.00119373211782799,0.000390723319852086,0.452518292947562,0.000471437858292187,0.00223972825950266,0.033081829598309,0.00466305464249938,0.00986160841828281,0.0192095810586265,6.79823876036883e-05,0.000912689158182971
0.0028676074136547,0.00138149212856994,0.000286389930023294,0.000755565426370691,0.000965337327339639,0.141514557699554,0.000542139321234784,0.0826731840956988,0.00117236919819956,0.000666488048042026,0.00183175105730094,0.000308518433796304,0.003089643598078,0.000971530456397604,0.00150297487566652,0.000523108254122172,0.752927575209216,0.000398895200498932,0.0016514646803263,0.00156740622986006,0.00110440579173862,0.000282389230427405,0.000622693700412385,2.78272563649583e-05,0.000364685437105653
